C1,C1S,C2,C2S,GI,DP
ARG,95,KOR,69,1,2019.08.31
NGR,81,ARG,94,2,2019.09.02
RUS,61,ARG,69,3,2019.09.04
ARG,87,VEN,67,4,2019.09.06
POL,65,ARG,91,5,2019.09.08
ARG,97,SRB,87,6,2019.09.10
ARG,80,FRA,66,7,2019.09.13
ARG,75,ESP,95,8,2019.09.15
