C1,C1S,C2,C2S,GI,DP
FRA,78,GER,74,1,2019.09.01
JOR,64,FRA,103,2,2019.09.03
DOM,56,FRA,90,3,2019.09.05
FRA,78,LTU,75,4,2019.09.07
FRA,98,AUS,100,5,2019.09.09
USA,79,FRA,89,6,2019.09.11
ARG,80,FRA,66,7,2019.09.13
FRA,67,AUS,59,8,2019.09.15
