C1,C1S,C2,C2S,GI,DP
GRE,85,MNE,60,1,2019.09.01
BRA,79,GRE,78,2,2019.09.03
GRE,103,NZL,97,3,2019.09.05
USA,69,GRE,53,4,2019.09.07
CZE,77,GRE,84,5,2019.09.09
