C1,C1S,C2,C2S,GI,DP
CIV,55,CHN,70,1,2019.08.31
CHN,76,POL,79,2,2019.09.02
VEN,72,CHN,59,3,2019.09.04
CHN,77,KOR,73,4,2019.09.06
CHN,73,NGR,86,5,2019.09.08
