C1,C1S,C2,C2S,GI,DP
SEN,47,LTU,101,1,2019.09.01
AUS,81,SEN,68,2,2019.09.03
CAN,82,SEN,60,3,2019.09.05
GER,89,SEN,78,4,2019.09.07
JOR,79,SEN,77,5,2019.09.09
