C1,C1S,C2,C2S,GI,DP
SEN,47,LTU,101,1,2019.09.01
LTU,92,CAN,69,2,2019.09.03
LTU,82,AUS,87,3,2019.09.05
FRA,78,LTU,75,4,2019.09.07
DOM,55,LTU,74,5,2019.09.09
