C1,C1S,C2,C2S,GI,DP
CAN,92,AUS,108,1,2019.09.01
AUS,81,SEN,68,2,2019.09.03
LTU,82,AUS,87,3,2019.09.05
AUS,82,DOM,76,4,2019.09.07
FRA,98,AUS,100,5,2019.09.09
AUS,82,CZE,70,6,2019.09.11
ESP,95,AUS,88,7,2019.09.13
FRA,67,AUS,59,8,2019.09.15
