C1,C1S,C2,C2S,GI,DP
NZL,94,BRA,102,1,2019.09.01
MNE,83,NZL,93,2,2019.09.03
GRE,103,NZL,97,3,2019.09.05
NZL,111,JPN,81,4,2019.09.07
TUR,101,NZL,102,5,2019.09.09
