C1,C1S,C2,C2S,GI,DP
ANG,59,SRB,105,1,2019.08.31
ITA,92,ANG,61,2,2019.09.02
ANG,84,PHI,81,3,2019.09.04
ANG,62,IRI,71,4,2019.09.06
TUN,86,ANG,84,5,2019.09.08
