C1,C1S,C2,C2S,GI,DP
TUR,86,JPN,67,1,2019.09.01
JPN,76,CZE,89,2,2019.09.03
USA,98,JPN,45,3,2019.09.05
NZL,111,JPN,81,4,2019.09.07
JPN,65,MNE,80,5,2019.09.09
