C1,C1S,C2,C2S,GI,DP
FRA,78,GER,74,1,2019.09.01
GER,68,DOM,70,2,2019.09.03
GER,96,JOR,62,3,2019.09.05
GER,89,SEN,78,4,2019.09.07
GER,82,CAN,76,5,2019.09.09
