C1,C1S,C2,C2S,GI,DP
IRI,81,PUR,83,1,2019.08.31
TUN,79,IRI,67,2,2019.09.02
ESP,73,IRI,65,3,2019.09.04
ANG,62,IRI,71,4,2019.09.06
IRI,95,PHI,75,5,2019.09.08
